Date,Currency,Mean,Buy,Sell
26/10/2016,KES/CAD,75.74,75.63,76.17
25/10/2016,KES/CAD,75.95,75.74,76.38
24/10/2016,KES/CAD,76.32,75.7,76.4
21/10/2016,KES/CAD,76.03,75.82,76.76
20/10/2016,KES/CAD,76.72,76.61,77.36
19/10/2016,KES/CAD,77.32,77.06,77.94
18/10/2016,KES/CAD,77.28,77,77.63
17/10/2016,KES/CAD,77.18,76.74,77.35
14/10/2016,KES/CAD,77.17,76.56,77.39
13/10/2016,KES/CAD,76.79,76.03,76.84
12/10/2016,KES/CAD,76.3,76.13,76.79
11/10/2016,KES/CAD,76.38,76.21,76.97
10/10/2016,KES/CAD,76.89,76.16,77.11
07/10/2016,KES/CAD,76.15,76.01,76.79
06/10/2016,KES/CAD,76.66,76.33,76.89
05/10/2016,KES/CAD,76.84,76.43,76.96
04/10/2016,KES/CAD,76.71,76.52,77.2
03/10/2016,KES/CAD,77.13,76.92,77.48
30/09/2016,KES/CAD,77.16,76.64,77.37
29/09/2016,KES/CAD,77.08,76.74,77.72
28/09/2016,KES/CAD,77.52,76.25,77.56
27/09/2016,KES/CAD,76.77,76.14,77
26/09/2016,KES/CAD,76.6,76.32,77.1
23/09/2016,KES/CAD,76.85,76.68,77.69
22/09/2016,KES/CAD,77.6,77.21,77.89
21/09/2016,KES/CAD,77.32,76.43,77.34
20/09/2016,KES/CAD,76.77,76.35,76.8
19/09/2016,KES/CAD,76.72,76.49,77.12
16/09/2016,KES/CAD,76.69,76.37,77.08
15/09/2016,KES/CAD,76.89,76.45,77.23
14/09/2016,KES/CAD,76.7,76.56,77.14
13/09/2016,KES/CAD,76.81,76.63,77.76
12/09/2016,KES/CAD,77.7,77.09,77.73
09/09/2016,KES/CAD,77.6,77.43,78.44
08/09/2016,KES/CAD,78.32,78.19,78.88
07/09/2016,KES/CAD,78.62,78.38,79.05
06/09/2016,KES/CAD,78.87,78.25,79.06
05/09/2016,KES/CAD,78.4,77.75,78.43
02/09/2016,KES/CAD,77.86,77.07,77.97
01/09/2016,KES/CAD,77.24,76.91,77.4
31/08/2016,KES/CAD,77.26,76.93,77.49
30/08/2016,KES/CAD,77.34,77.21,77.92
29/08/2016,KES/CAD,77.91,77.58,78.12
26/08/2016,KES/CAD,77.94,77.8,78.99
25/08/2016,KES/CAD,78.47,78.23,78.66
24/08/2016,KES/CAD,78.45,78.15,78.62
23/08/2016,KES/CAD,78.53,78.19,78.87
22/08/2016,KES/CAD,78.33,78.15,78.79
19/08/2016,KES/CAD,78.7,78.5,79.33
18/08/2016,KES/CAD,79.25,78.84,79.38
17/08/2016,KES/CAD,79.02,78.44,79.12
16/08/2016,KES/CAD,78.92,78.36,79.32
15/08/2016,KES/CAD,78.54,78.05,78.67
12/08/2016,KES/CAD,78.31,77.98,78.5
11/08/2016,KES/CAD,78.12,77.43,78.33
10/08/2016,KES/CAD,77.73,77.23,78.14
09/08/2016,KES/CAD,77.38,76.78,77.52
08/08/2016,KES/CAD,77.24,76.78,77.36
05/08/2016,KES/CAD,77,76.72,77.99
04/08/2016,KES/CAD,77.9,77.36,78.03
03/08/2016,KES/CAD,77.6,76.86,77.64
02/08/2016,KES/CAD,77.38,76.98,78.02
01/08/2016,KES/CAD,77.19,77.07,77.87
29/07/2016,KES/CAD,77.78,76.76,78
28/07/2016,KES/CAD,77.08,76.74,77.45
27/07/2016,KES/CAD,76.89,76.38,77.04
26/07/2016,KES/CAD,76.81,76.36,77.03
25/07/2016,KES/CAD,76.65,76.41,77.42
22/07/2016,KES/CAD,77.4,76.92,77.83
21/07/2016,KES/CAD,77.55,77.45,78.02
20/07/2016,KES/CAD,77.73,77.43,78.09
19/07/2016,KES/CAD,78,77.71,78.37
18/07/2016,KES/CAD,78.33,77.77,78.47
15/07/2016,KES/CAD,78.1,77.98,78.9
14/07/2016,KES/CAD,78.62,77.98,78.77
13/07/2016,KES/CAD,78.09,77.27,78.34
12/07/2016,KES/CAD,77.67,76.88,78.04
11/07/2016,KES/CAD,77.1,76.91,77.74
08/07/2016,KES/CAD,77.66,77.26,77.96
07/07/2016,KES/CAD,77.83,77.63,78.6
06/07/2016,KES/CAD,78,77.38,78.1
05/07/2016,KES/CAD,77.85,77.57,78.74
04/07/2016,KES/CAD,78.75,78.14,78.84
01/07/2016,KES/CAD,78.27,77.81,78.63
30/06/2016,KES/CAD,78.23,77.56,78.3
29/06/2016,KES/CAD,78.17,77.45,78.21
28/06/2016,KES/CAD,77.63,77.13,78.09
27/06/2016,KES/CAD,77.49,77.07,78.03
24/06/2016,KES/CAD,77.73,77.01,79.44
23/06/2016,KES/CAD,79.17,78.68,79.92
22/06/2016,KES/CAD,78.79,78.63,79.46
21/06/2016,KES/CAD,78.88,78.76,79.39
20/06/2016,KES/CAD,79.11,78.32,79.35
17/06/2016,KES/CAD,78.4,78.01,78.97
16/06/2016,KES/CAD,78.12,77.32,78.57
15/06/2016,KES/CAD,78.45,78.16,79.02
14/06/2016,KES/CAD,78.62,78.43,78.98
13/06/2016,KES/CAD,78.69,78.56,79.38
10/06/2016,KES/CAD,79.16,79.06,79.95
09/06/2016,KES/CAD,79.45,79.09,79.84
08/06/2016,KES/CAD,79.64,79.12,79.82
07/06/2016,KES/CAD,79.38,78.58,79.41
06/06/2016,KES/CAD,78.96,77.65,79.06
03/06/2016,KES/CAD,78.09,76.75,78.25
02/06/2016,KES/CAD,77.04,76.61,77.26
01/06/2016,KES/CAD,77.16,76.72,77.29
31/05/2016,KES/CAD,76.98,76.72,77.49
30/05/2016,KES/CAD,77.29,76.77,77.37
27/05/2016,KES/CAD,77.35,76.89,77.82
26/05/2016,KES/CAD,77.74,77.29,78.01
25/05/2016,KES/CAD,77.49,76.5,77.55
24/05/2016,KES/CAD,76.8,76.44,77.04
23/05/2016,KES/CAD,76.77,76.37,77
20/05/2016,KES/CAD,76.95,76.57,77.09
19/05/2016,KES/CAD,76.94,76.47,77.68
18/05/2016,KES/CAD,77.57,77.45,78.42
17/05/2016,KES/CAD,78.14,77.64,78.61
16/05/2016,KES/CAD,78.09,77.5,78.23
13/05/2016,KES/CAD,77.81,77.62,78.47
12/05/2016,KES/CAD,78.31,77.92,78.82
11/05/2016,KES/CAD,78.34,77.52,78.58
10/05/2016,KES/CAD,78.01,77.34,78.03
09/05/2016,KES/CAD,77.59,77.18,78
06/05/2016,KES/CAD,77.78,77.42,78.33
05/05/2016,KES/CAD,78.26,78.03,78.65
04/05/2016,KES/CAD,78.29,78.05,79.4
03/05/2016,KES/CAD,79.16,78.99,81.09
02/05/2016,KES/CAD,80.69,80.32,80.79
29/04/2016,KES/CAD,80.46,80.1,80.96
28/04/2016,KES/CAD,80.62,80.13,80.88
27/04/2016,KES/CAD,80.32,79.63,80.5
26/04/2016,KES/CAD,80.29,79.65,80.37
25/04/2016,KES/CAD,79.81,79.51,79.99
22/04/2016,KES/CAD,79.87,79.18,80.23
21/04/2016,KES/CAD,79.38,79.2,80.13
20/04/2016,KES/CAD,79.97,79.35,80.29
19/04/2016,KES/CAD,79.86,78.97,80.14
18/04/2016,KES/CAD,79.16,77.77,79.21
15/04/2016,KES/CAD,78.92,78.34,79.14
14/04/2016,KES/CAD,78.79,78.33,79.18
13/04/2016,KES/CAD,78.98,78.79,79.38
12/04/2016,KES/CAD,79.23,78.15,79.31
11/04/2016,KES/CAD,78.38,77.59,78.51
08/04/2016,KES/CAD,77.84,76.89,78.15
07/04/2016,KES/CAD,77.06,76.79,77.96
06/04/2016,KES/CAD,77.47,76.72,77.56
05/04/2016,KES/CAD,77.18,76.56,77.69
04/04/2016,KES/CAD,77.57,77.45,78.08
01/04/2016,KES/CAD,78.09,77.11,78.28
31/03/2016,KES/CAD,78.01,77.76,78.84
30/03/2016,KES/CAD,78.13,77.42,78.54
29/03/2016,KES/CAD,77.56,76.7,77.78
28/03/2016,KES/CAD,76.98,76.3,77.09
25/03/2016,KES/CAD,76.46,76.3,76.79
24/03/2016,KES/CAD,76.7,76.21,76.9
23/03/2016,KES/CAD,76.87,76.67,78.01
22/03/2016,KES/CAD,77.95,77.16,78.13
21/03/2016,KES/CAD,77.55,77.41,78.18
18/03/2016,KES/CAD,78.14,77.73,78.52
17/03/2016,KES/CAD,78.23,77.19,78.42
16/03/2016,KES/CAD,77.49,75.59,77.54
15/03/2016,KES/CAD,76,75.61,76.64
14/03/2016,KES/CAD,76.61,76.22,76.95
11/03/2016,KES/CAD,76.63,75.99,77.02
10/03/2016,KES/CAD,76.2,75.67,76.77
09/03/2016,KES/CAD,76.67,75.37,76.89
08/03/2016,KES/CAD,75.8,75.66,76.43
07/03/2016,KES/CAD,76.44,75.71,76.62
04/03/2016,KES/CAD,76.12,75.16,76.14
03/03/2016,KES/CAD,75.59,75.17,75.83
02/03/2016,KES/CAD,75.62,74.98,75.84
01/03/2016,KES/CAD,75.78,74.87,75.91
29/02/2016,KES/CAD,75.26,74.78,75.49
26/02/2016,KES/CAD,75.34,74.88,75.39
25/02/2016,KES/CAD,75.2,73.96,75.28
24/02/2016,KES/CAD,74.37,73.33,74.51
23/02/2016,KES/CAD,73.88,73.57,74.31
22/02/2016,KES/CAD,74.24,73.71,74.48
19/02/2016,KES/CAD,73.95,73.43,74.22
18/02/2016,KES/CAD,74.13,73.93,74.6
17/02/2016,KES/CAD,74.48,73.15,74.5
16/02/2016,KES/CAD,73.44,73.09,74.26
15/02/2016,KES/CAD,73.8,73.34,73.89
12/02/2016,KES/CAD,73.52,72.81,73.78
11/02/2016,KES/CAD,73.2,72.61,73.34
10/02/2016,KES/CAD,73.11,72.63,73.67
09/02/2016,KES/CAD,73.63,72.93,73.98
08/02/2016,KES/CAD,73.18,72.82,73.77
05/02/2016,KES/CAD,73.45,73.34,74.57
04/02/2016,KES/CAD,74.22,74.01,74.93
03/02/2016,KES/CAD,74.24,72.42,74.37
02/02/2016,KES/CAD,72.83,72.56,73.47
01/02/2016,KES/CAD,73.42,72.64,73.64
29/01/2016,KES/CAD,73.28,72.49,73.33
28/01/2016,KES/CAD,72.92,72.27,73.31
27/01/2016,KES/CAD,72.51,72.14,72.86
26/01/2016,KES/CAD,72.54,71.36,72.99
25/01/2016,KES/CAD,71.62,71.52,72.47
22/01/2016,KES/CAD,72.47,71.44,72.49
21/01/2016,KES/CAD,71.72,70.3,71.91
20/01/2016,KES/CAD,70.6,69.62,70.76
19/01/2016,KES/CAD,70.24,70.1,70.96
18/01/2016,KES/CAD,70.34,69.93,70.72
15/01/2016,KES/CAD,70.43,70.28,71.4
14/01/2016,KES/CAD,71.28,70.95,71.44
13/01/2016,KES/CAD,71.41,71.13,72.23
12/01/2016,KES/CAD,71.8,71.45,72.24
11/01/2016,KES/CAD,72.03,71.8,72.81
08/01/2016,KES/CAD,72.16,72.04,72.7
07/01/2016,KES/CAD,72.4,71.97,72.76
06/01/2016,KES/CAD,72.62,72.37,73.22
05/01/2016,KES/CAD,73.09,72.92,73.62
04/01/2016,KES/CAD,73.32,73.06,74.05
01/01/2016,KES/CAD,73.87,73.67,73.91
31/12/2015,KES/CAD,73.91,73.47,74.03
30/12/2015,KES/CAD,73.78,73.4,73.99
29/12/2015,KES/CAD,73.91,73.22,74.06
28/12/2015,KES/CAD,73.57,73.38,74.04
25/12/2015,KES/CAD,74.01,73.82,74.16
24/12/2015,KES/CAD,74.03,73.63,74.08
23/12/2015,KES/CAD,73.92,73.3,73.99
22/12/2015,KES/CAD,73.42,73.12,73.52
21/12/2015,KES/CAD,73.25,72.98,73.58
18/12/2015,KES/CAD,73.31,73,73.85
17/12/2015,KES/CAD,73.48,73.13,74.33
16/12/2015,KES/CAD,74.31,73.86,74.55
15/12/2015,KES/CAD,74.46,74.18,74.83
14/12/2015,KES/CAD,74.45,74.03,74.76
11/12/2015,KES/CAD,74.19,74.13,74.84
10/12/2015,KES/CAD,74.79,74.62,75.4
09/12/2015,KES/CAD,75.03,74.72,75.32
08/12/2015,KES/CAD,75.09,74.75,75.69
07/12/2015,KES/CAD,75.69,75.4,76.47
04/12/2015,KES/CAD,76.48,76.09,76.75
03/12/2015,KES/CAD,76.44,76.18,76.89
02/12/2015,KES/CAD,76.59,76.13,76.86
01/12/2015,KES/CAD,76.52,76.25,76.78
30/11/2015,KES/CAD,76.48,76.1,76.74
27/11/2015,KES/CAD,76.28,76.16,76.83
26/11/2015,KES/CAD,76.77,76.53,76.83
25/11/2015,KES/CAD,76.85,76.45,76.97
24/11/2015,KES/CAD,76.79,76.26,76.9
23/11/2015,KES/CAD,76.36,75.93,76.65
20/11/2015,KES/CAD,76.59,76.43,77.03
19/11/2015,KES/CAD,76.95,76.66,77.19
18/11/2015,KES/CAD,76.85,76.35,76.88
17/11/2015,KES/CAD,76.73,76.5,76.89
16/11/2015,KES/CAD,76.7,76.38,77.13
13/11/2015,KES/CAD,76.98,76.69,77.14
12/11/2015,KES/CAD,76.97,76.55,77.32
11/11/2015,KES/CAD,77.11,76.87,77.36
10/11/2015,KES/CAD,77.03,76.78,77.28
09/11/2015,KES/CAD,77,76.69,77.31
06/11/2015,KES/CAD,76.88,76.68,77.82
05/11/2015,KES/CAD,77.58,77.26,77.76
04/11/2015,KES/CAD,77.56,77.23,78.29
03/11/2015,KES/CAD,78.14,77.38,78.29
02/11/2015,KES/CAD,77.93,77.58,78.16
30/10/2015,KES/CAD,77.99,77.06,78.21
29/10/2015,KES/CAD,77.32,76.71,77.56
28/10/2015,KES/CAD,76.94,76.41,77.55
27/10/2015,KES/CAD,76.66,76.53,77.27
26/10/2015,KES/CAD,77.24,77.06,77.81
23/10/2015,KES/CAD,77.71,77.34,78.33
22/10/2015,KES/CAD,78.08,77.27,78.2
21/10/2015,KES/CAD,77.71,77.59,78.9
20/10/2015,KES/CAD,78.66,78.23,78.94
19/10/2015,KES/CAD,78.52,78.33,79.53
16/10/2015,KES/CAD,79.39,79.08,80.31
15/10/2015,KES/CAD,80.22,79.45,80.45
14/10/2015,KES/CAD,79.93,78.99,80.09
13/10/2015,KES/CAD,79.11,78.68,79.62
12/10/2015,KES/CAD,79.33,79.14,79.96
09/10/2015,KES/CAD,79.69,79.08,79.82
08/10/2015,KES/CAD,79.2,78.69,79.53
07/10/2015,KES/CAD,78.96,78.77,79.68
06/10/2015,KES/CAD,79.13,78.27,79.21
05/10/2015,KES/CAD,78.8,78.28,79.48
02/10/2015,KES/CAD,79.32,78.12,79.32
01/10/2015,KES/CAD,78.69,78.35,79.21
30/09/2015,KES/CAD,78.63,77.87,78.82
29/09/2015,KES/CAD,78.49,78.2,78.83
28/09/2015,KES/CAD,78.66,78.5,79.27
25/09/2015,KES/CAD,79.18,78.65,79.32
24/09/2015,KES/CAD,79.32,78.53,79.52
23/09/2015,KES/CAD,79.35,78.98,79.89
22/09/2015,KES/CAD,79.58,79.08,79.95
21/09/2015,KES/CAD,79.48,79.34,79.96
18/09/2015,KES/CAD,79.5,79.38,80.83
17/09/2015,KES/CAD,80.07,79.77,80.75
16/09/2015,KES/CAD,80.48,79.51,80.56
15/09/2015,KES/CAD,79.79,79.38,79.94
14/09/2015,KES/CAD,79.51,79.27,79.74
11/09/2015,KES/CAD,79.55,78.98,80
10/09/2015,KES/CAD,79.71,79.23,80.18
09/09/2015,KES/CAD,79.39,79.2,80.09
08/09/2015,KES/CAD,79.84,79.03,80.45
07/09/2015,KES/CAD,79.77,79.02,80.17
04/09/2015,KES/CAD,79.49,79.22,80.12
03/09/2015,KES/CAD,79.58,78.44,79.94
02/09/2015,KES/CAD,78.83,78.3,79.26
01/09/2015,KES/CAD,78.47,78.23,79.5
31/08/2015,KES/CAD,79.03,77.86,79.19
28/08/2015,KES/CAD,78.67,77.85,78.77
27/08/2015,KES/CAD,78.61,77.74,78.77
26/08/2015,KES/CAD,77.91,77.52,78.34
25/08/2015,KES/CAD,77.83,77.64,79
24/08/2015,KES/CAD,78.04,77.69,78.96
21/08/2015,KES/CAD,78.49,78.31,79.18
20/08/2015,KES/CAD,79.03,78.31,79.23
19/08/2015,KES/CAD,78.72,78.33,79.35
18/08/2015,KES/CAD,78.91,78.2,79.03
17/08/2015,KES/CAD,78.53,77.6,78.65
14/08/2015,KES/CAD,78.12,77.41,78.64
13/08/2015,KES/CAD,77.96,77.5,78.55
12/08/2015,KES/CAD,78.03,76.59,78.06
11/08/2015,KES/CAD,76.99,76.75,77.85
10/08/2015,KES/CAD,77.76,76.46,77.82
07/08/2015,KES/CAD,77.12,76.51,77.63
06/08/2015,KES/CAD,77.13,76.44,77.23
05/08/2015,KES/CAD,76.78,76.14,76.96
04/08/2015,KES/CAD,76.74,76.54,77.55
03/08/2015,KES/CAD,77.17,76.69,78.29
31/07/2015,KES/CAD,78.24,78.06,79.16
30/07/2015,KES/CAD,78.56,78.23,78.93
29/07/2015,KES/CAD,78.52,78.13,79.27
28/07/2015,KES/CAD,79.17,77.9,79.33
27/07/2015,KES/CAD,78.17,76.97,78.4
24/07/2015,KES/CAD,77.6,76.98,77.86
23/07/2015,KES/CAD,77.37,76.88,77.88
22/07/2015,KES/CAD,77.38,77.09,78.99
21/07/2015,KES/CAD,78.28,77.94,79.07
20/07/2015,KES/CAD,78.95,78.64,79.34
17/07/2015,KES/CAD,79.05,78.72,79.53
16/07/2015,KES/CAD,79.16,78.63,79.44
15/07/2015,KES/CAD,79.02,78.64,80.36
14/07/2015,KES/CAD,79.89,79.4,80.64
13/07/2015,KES/CAD,80.17,79.27,81.46
10/07/2015,KES/CAD,80.54,79.19,80.57
09/07/2015,KES/CAD,79.35,78.68,79.56
08/07/2015,KES/CAD,78.82,78.4,79.04
07/07/2015,KES/CAD,78.88,78.25,79.45
06/07/2015,KES/CAD,79.2,78.16,79.69
03/07/2015,KES/CAD,79.17,78.97,79.58
02/07/2015,KES/CAD,79.4,78.41,79.47
01/07/2015,KES/CAD,78.92,78.8,79.58
30/06/2015,KES/CAD,79.5,79.18,80.21
29/06/2015,KES/CAD,79.56,79.33,80.2
26/06/2015,KES/CAD,79.99,79.33,80.14
25/06/2015,KES/CAD,79.98,79.14,80.09
24/06/2015,KES/CAD,79.65,79.19,80.5
23/06/2015,KES/CAD,80.2,79.69,80.28
22/06/2015,KES/CAD,80.13,79.87,80.63
19/06/2015,KES/CAD,80.31,79.68,80.77
18/06/2015,KES/CAD,80.23,79.68,80.98
17/06/2015,KES/CAD,80.07,78.83,80.19
16/06/2015,KES/CAD,79.23,78.46,79.39
15/06/2015,KES/CAD,78.9,78.45,79.17
12/06/2015,KES/CAD,78.92,78.64,79.62
11/06/2015,KES/CAD,79.08,78.7,79.33
10/06/2015,KES/CAD,79.26,78.47,79.64
09/06/2015,KES/CAD,79.23,78.1,79.39
08/06/2015,KES/CAD,78.74,77.19,78.93
05/06/2015,KES/CAD,77.88,76.66,77.96
04/06/2015,KES/CAD,76.9,76.72,78
03/06/2015,KES/CAD,77.76,77.28,78.61
02/06/2015,KES/CAD,78.18,77.01,78.55
01/06/2015,KES/CAD,78.02,77.66,78.6
29/05/2015,KES/CAD,78.53,77.72,79.3
28/05/2015,KES/CAD,78.65,77.85,79.4
27/05/2015,KES/CAD,78.62,78.31,79.44
26/05/2015,KES/CAD,78.78,78.55,79.75
25/05/2015,KES/CAD,79.56,78.7,79.77
22/05/2015,KES/CAD,79.12,78.74,80
21/05/2015,KES/CAD,79.48,78.88,79.75
20/05/2015,KES/CAD,79.29,78.35,79.56
19/05/2015,KES/CAD,78.97,78.5,79.82
18/05/2015,KES/CAD,79.24,79.01,80.57
15/05/2015,KES/CAD,79.88,79.3,80.36
14/05/2015,KES/CAD,80.16,79.85,81.13
13/05/2015,KES/CAD,80.71,80.02,80.93
12/05/2015,KES/CAD,80.23,79.14,80.54
11/05/2015,KES/CAD,79.36,78.35,79.87
08/05/2015,KES/CAD,79.03,78.46,79.26
07/05/2015,KES/CAD,78.62,78.14,79.23
06/05/2015,KES/CAD,78.99,78.57,79.78
05/05/2015,KES/CAD,78.82,77.96,79.28
04/05/2015,KES/CAD,78.44,77.4,78.52
01/05/2015,KES/CAD,77.88,77.47,78.53
30/04/2015,KES/CAD,78.33,77.88,78.95
29/04/2015,KES/CAD,78.73,78.12,79.23
28/04/2015,KES/CAD,78.44,77.65,78.66
27/04/2015,KES/CAD,77.96,77.06,78.08
24/04/2015,KES/CAD,77.3,77.11,77.92
23/04/2015,KES/CAD,77.36,76.3,77.62
22/04/2015,KES/CAD,76.69,76.11,76.87
21/04/2015,KES/CAD,76.3,75.96,76.9
20/04/2015,KES/CAD,76.77,76.22,77.04
17/04/2015,KES/CAD,76.24,76.01,77.37
16/04/2015,KES/CAD,76.64,75.71,77.01
15/04/2015,KES/CAD,76.05,74.25,76.07
14/04/2015,KES/CAD,74.77,73.79,75.02
13/04/2015,KES/CAD,73.96,73.33,74.32
10/04/2015,KES/CAD,74.03,73.26,74.06
09/04/2015,KES/CAD,73.65,73.35,74.29
08/04/2015,KES/CAD,73.87,73.71,74.84
07/04/2015,KES/CAD,74.09,73.82,74.6
06/04/2015,KES/CAD,74.28,73.95,74.71
03/04/2015,KES/CAD,74.34,73.39,74.67
02/04/2015,KES/CAD,73.59,73.07,73.92
01/04/2015,KES/CAD,73.25,72.53,73.6
31/03/2015,KES/CAD,72.83,72.14,73.04
30/03/2015,KES/CAD,72.74,72.49,73.25
27/03/2015,KES/CAD,73.08,72.87,74.04
26/03/2015,KES/CAD,73.82,73.15,74.27
25/03/2015,KES/CAD,73.35,73.14,73.72
24/03/2015,KES/CAD,73.52,73.11,73.92
23/03/2015,KES/CAD,73.38,72.75,73.58
20/03/2015,KES/CAD,73.34,72.06,73.46
19/03/2015,KES/CAD,72.25,71.93,73.48
18/03/2015,KES/CAD,73.09,71.53,73.63
17/03/2015,KES/CAD,72.14,71.68,72.36
16/03/2015,KES/CAD,72.14,71.48,72.44
13/03/2015,KES/CAD,71.81,71.38,72.26
12/03/2015,KES/CAD,72.21,71.64,72.7
11/03/2015,KES/CAD,71.91,71.52,72.5
10/03/2015,KES/CAD,72.19,72.01,72.87
09/03/2015,KES/CAD,72.49,72.06,72.82
06/03/2015,KES/CAD,72.22,72.06,73.39
05/03/2015,KES/CAD,73.04,72.67,73.53
04/03/2015,KES/CAD,73.34,72.59,73.5
03/03/2015,KES/CAD,73.1,72.72,73.55
02/03/2015,KES/CAD,72.95,72.64,73.4
27/02/2015,KES/CAD,73.07,72.85,73.52
26/02/2015,KES/CAD,73.11,72.84,73.88
25/02/2015,KES/CAD,73.46,73.04,73.85
24/02/2015,KES/CAD,73.24,72.11,73.26
23/02/2015,KES/CAD,72.76,72.37,73.07
20/02/2015,KES/CAD,72.96,72.64,73.74
19/02/2015,KES/CAD,73.18,72.8,73.54
18/02/2015,KES/CAD,73.34,73.18,74.02
17/02/2015,KES/CAD,73.84,73.3,74.06
16/02/2015,KES/CAD,73.44,73.24,73.82
13/02/2015,KES/CAD,73.58,72.93,73.75
12/02/2015,KES/CAD,73.2,72.27,73.7
11/02/2015,KES/CAD,72.55,72.09,72.97
10/02/2015,KES/CAD,72.72,72.41,73.72
09/02/2015,KES/CAD,73.39,72.6,73.78
06/02/2015,KES/CAD,72.93,72.68,73.78
05/02/2015,KES/CAD,73.46,72.64,73.75
04/02/2015,KES/CAD,72.89,72.58,74.16
03/02/2015,KES/CAD,73.7,72.38,74.03
02/02/2015,KES/CAD,73.03,71.66,73.06
30/01/2015,KES/CAD,71.99,71.51,72.81
29/01/2015,KES/CAD,72.72,72.26,73.42
28/01/2015,KES/CAD,73.18,73.05,74.05
27/01/2015,KES/CAD,73.92,73.29,74.24
26/01/2015,KES/CAD,73.55,73.32,74.15
23/01/2015,KES/CAD,73.96,73.58,74.38
22/01/2015,KES/CAD,74.15,73.73,74.63
21/01/2015,KES/CAD,74.27,73.77,76.14
20/01/2015,KES/CAD,75.62,75.42,76.91
19/01/2015,KES/CAD,76.72,76.22,76.77
16/01/2015,KES/CAD,76.41,75.85,76.64
15/01/2015,KES/CAD,76.38,76,77.62
14/01/2015,KES/CAD,76.35,75.89,76.66
13/01/2015,KES/CAD,76.32,75.9,76.69
12/01/2015,KES/CAD,76.25,76.14,77.06
09/01/2015,KES/CAD,76.81,76.57,77.3
08/01/2015,KES/CAD,77.05,76.74,77.28
07/01/2015,KES/CAD,77.14,76.55,77.23
06/01/2015,KES/CAD,76.8,76.59,77.54
05/01/2015,KES/CAD,77.19,76.53,77.42
02/01/2015,KES/CAD,77.01,76.86,78.07
01/01/2015,KES/CAD,77.95,77.71,77.99
